id,name,status,species,type,gender,origin,location,image,episode,url,created
200,Lawyer Morty,unknown,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/200.jpeg,['https://rickandmortyapi.com/api/episode/22'],https://rickandmortyapi.com/api/character/200,2017-12-30T12:49:52.971Z
201,Leonard Smith,Alive,Human,,Male,"{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}","{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}",https://rickandmortyapi.com/api/character/avatar/201.jpeg,['https://rickandmortyapi.com/api/episode/3'],https://rickandmortyapi.com/api/character/201,2017-12-30T12:51:27.835Z
202,Lighthouse Keeper,Dead,Alien,Cat-Person,Male,"{'name': 'Purge Planet', 'url': 'https://rickandmortyapi.com/api/location/9'}","{'name': 'Purge Planet', 'url': 'https://rickandmortyapi.com/api/location/9'}",https://rickandmortyapi.com/api/character/avatar/202.jpeg,['https://rickandmortyapi.com/api/episode/20'],https://rickandmortyapi.com/api/character/202,2017-12-30T12:53:11.937Z
203,Lil B,Dead,Alien,Snail alien,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Planet Squanch', 'url': 'https://rickandmortyapi.com/api/location/35'}",https://rickandmortyapi.com/api/character/avatar/203.jpeg,['https://rickandmortyapi.com/api/episode/21'],https://rickandmortyapi.com/api/character/203,2017-12-30T12:54:31.725Z
204,Lisa,Dead,Alien,,Female,"{'name': 'unknown', 'url': ''}","{'name': 'Immortality Field Resort', 'url': 'https://rickandmortyapi.com/api/location/7'}",https://rickandmortyapi.com/api/character/avatar/204.jpeg,['https://rickandmortyapi.com/api/episode/26'],https://rickandmortyapi.com/api/character/204,2017-12-30T12:59:58.460Z
205,Little Dipper,Alive,Humanoid,Tinymouth,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/205.jpeg,['https://rickandmortyapi.com/api/episode/19'],https://rickandmortyapi.com/api/character/205,2017-12-30T13:03:12.366Z
206,Lizard Morty,Alive,Humanoid,Lizard-Person,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/206.jpeg,['https://rickandmortyapi.com/api/episode/28'],https://rickandmortyapi.com/api/character/206,2017-12-30T13:06:09.094Z
207,Loggins,Alive,Alien,Alligator-Person,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/207.jpeg,"['https://rickandmortyapi.com/api/episode/8', 'https://rickandmortyapi.com/api/episode/13', 'https://rickandmortyapi.com/api/episode/17']",https://rickandmortyapi.com/api/character/207,2017-12-30T13:54:28.627Z
208,Logic,Alive,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': ""Worldender's lair"", 'url': 'https://rickandmortyapi.com/api/location/4'}",https://rickandmortyapi.com/api/character/avatar/208.jpeg,['https://rickandmortyapi.com/api/episode/25'],https://rickandmortyapi.com/api/character/208,2017-12-30T13:58:41.417Z
209,Long Sleeved Morty,unknown,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/209.jpeg,['https://rickandmortyapi.com/api/episode/10'],https://rickandmortyapi.com/api/character/209,2017-12-30T14:00:06.755Z
210,Lucy,Dead,Human,,Female,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/210.jpeg,['https://rickandmortyapi.com/api/episode/11'],https://rickandmortyapi.com/api/character/210,2017-12-30T14:01:23.319Z
211,Ma-Sha,Alive,Alien,Gazorpian,Female,"{'name': 'Gazorpazorp', 'url': 'https://rickandmortyapi.com/api/location/40'}","{'name': 'Gazorpazorp', 'url': 'https://rickandmortyapi.com/api/location/40'}",https://rickandmortyapi.com/api/character/avatar/211.jpeg,['https://rickandmortyapi.com/api/episode/7'],https://rickandmortyapi.com/api/character/211,2017-12-30T14:16:00.484Z
212,Magma-Q,Dead,Alien,Alphabetrian,Male,"{'name': 'Alphabetrium', 'url': 'https://rickandmortyapi.com/api/location/43'}","{'name': 'Alphabetrium', 'url': 'https://rickandmortyapi.com/api/location/43'}",https://rickandmortyapi.com/api/character/avatar/212.jpeg,['https://rickandmortyapi.com/api/episode/16'],https://rickandmortyapi.com/api/character/212,2017-12-30T14:19:10.419Z
213,Magnesium-J,Alive,Alien,Alphabetrian,Male,"{'name': 'Alphabetrium', 'url': 'https://rickandmortyapi.com/api/location/43'}","{'name': 'Alphabetrium', 'url': 'https://rickandmortyapi.com/api/location/43'}",https://rickandmortyapi.com/api/character/avatar/213.jpeg,['https://rickandmortyapi.com/api/episode/16'],https://rickandmortyapi.com/api/character/213,2017-12-30T14:21:16.121Z
214,Man Painted Silver Who Makes Robot Noises,Alive,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/214.jpeg,['https://rickandmortyapi.com/api/episode/8'],https://rickandmortyapi.com/api/character/214,2017-12-30T14:24:57.993Z
215,Maximums Rickimus,Dead,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/215.jpeg,"['https://rickandmortyapi.com/api/episode/10', 'https://rickandmortyapi.com/api/episode/22']",https://rickandmortyapi.com/api/character/215,2017-12-30T14:27:55.489Z
216,MC Haps,Alive,Human,,Male,"{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}","{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}",https://rickandmortyapi.com/api/character/avatar/216.jpeg,"['https://rickandmortyapi.com/api/episode/6', 'https://rickandmortyapi.com/api/episode/11', 'https://rickandmortyapi.com/api/episode/25']",https://rickandmortyapi.com/api/character/216,2017-12-30T14:30:06.479Z
217,Mechanical Morty,Dead,Robot,,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/217.jpeg,['https://rickandmortyapi.com/api/episode/23'],https://rickandmortyapi.com/api/character/217,2017-12-30T14:32:17.158Z
218,Mechanical Rick,unknown,Robot,,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/218.jpeg,['https://rickandmortyapi.com/api/episode/23'],https://rickandmortyapi.com/api/character/218,2017-12-30T14:33:16.920Z
219,Mechanical Summer,unknown,Robot,,Female,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/219.jpeg,['https://rickandmortyapi.com/api/episode/23'],https://rickandmortyapi.com/api/character/219,2017-12-30T14:33:49.392Z
220,Mega Fruit Farmer Rick,Alive,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/220.jpeg,['https://rickandmortyapi.com/api/episode/28'],https://rickandmortyapi.com/api/character/220,2017-12-30T14:35:30.736Z
221,Melissa,Alive,Humanoid,Monster,Female,"{'name': ""Mr. Goldenfold's dream"", 'url': 'https://rickandmortyapi.com/api/location/18'}","{'name': ""Mr. Goldenfold's dream"", 'url': 'https://rickandmortyapi.com/api/location/18'}",https://rickandmortyapi.com/api/character/avatar/221.jpeg,['https://rickandmortyapi.com/api/episode/2'],https://rickandmortyapi.com/api/character/221,2017-12-30T14:38:04.718Z
222,Michael Denny and the Denny Singers,Alive,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/222.jpeg,['https://rickandmortyapi.com/api/episode/8'],https://rickandmortyapi.com/api/character/222,2017-12-30T14:44:05.245Z
223,Michael Jenkins,Dead,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/223.jpeg,['https://rickandmortyapi.com/api/episode/19'],https://rickandmortyapi.com/api/character/223,2017-12-30T14:44:51.373Z
224,Michael McLick,Alive,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/224.jpeg,['https://rickandmortyapi.com/api/episode/19'],https://rickandmortyapi.com/api/character/224,2017-12-30T15:49:28.666Z
225,Michael Thompson,Alive,Humanoid,Conjoined twin,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/225.jpeg,['https://rickandmortyapi.com/api/episode/19'],https://rickandmortyapi.com/api/character/225,2017-12-30T15:59:31.558Z
226,Million Ants,Dead,Animal,Sentient ant colony,Male,"{'name': 'unknown', 'url': ''}","{'name': ""Worldender's lair"", 'url': 'https://rickandmortyapi.com/api/location/4'}",https://rickandmortyapi.com/api/character/avatar/226.jpeg,['https://rickandmortyapi.com/api/episode/25'],https://rickandmortyapi.com/api/character/226,2017-12-30T16:04:56.879Z
227,Mitch,Alive,Human,,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/227.jpeg,['https://rickandmortyapi.com/api/episode/27'],https://rickandmortyapi.com/api/character/227,2017-12-30T16:08:38.157Z
228,Mohawk Guy,Dead,Human,,Male,"{'name': 'Post-Apocalyptic Earth', 'url': 'https://rickandmortyapi.com/api/location/8'}","{'name': 'Post-Apocalyptic Earth', 'url': 'https://rickandmortyapi.com/api/location/8'}",https://rickandmortyapi.com/api/character/avatar/228.jpeg,['https://rickandmortyapi.com/api/episode/23'],https://rickandmortyapi.com/api/character/228,2017-12-30T16:10:03.881Z
229,Morty Mart Manager Morty,Alive,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/229.jpeg,['https://rickandmortyapi.com/api/episode/28'],https://rickandmortyapi.com/api/character/229,2017-12-30T16:12:33.382Z
230,Morty Jr.,Alive,Humanoid,Human Gazorpian,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/230.jpeg,['https://rickandmortyapi.com/api/episode/7'],https://rickandmortyapi.com/api/character/230,2017-12-30T16:20:51.391Z
231,Morty Rick,unknown,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/231.jpeg,['https://rickandmortyapi.com/api/episode/22'],https://rickandmortyapi.com/api/character/231,2017-12-30T16:23:45.894Z
232,Morty Smith,Alive,Human,,Male,"{'name': ""Earth (Evil Rick's Target Dimension)"", 'url': 'https://rickandmortyapi.com/api/location/34'}","{'name': ""Earth (Evil Rick's Target Dimension)"", 'url': 'https://rickandmortyapi.com/api/location/34'}",https://rickandmortyapi.com/api/character/avatar/232.jpeg,['https://rickandmortyapi.com/api/episode/10'],https://rickandmortyapi.com/api/character/232,2017-12-30T16:29:27.863Z
233,Morty K-22,Alive,Human,,Male,"{'name': 'Earth (K-22)', 'url': 'https://rickandmortyapi.com/api/location/52'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/233.jpeg,['https://rickandmortyapi.com/api/episode/28'],https://rickandmortyapi.com/api/character/233,2017-12-30T16:33:49.577Z
234,Morty Smith,Dead,Human,,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/234.jpeg,['https://rickandmortyapi.com/api/episode/6'],https://rickandmortyapi.com/api/character/234,2017-12-30T16:35:01.223Z
235,Mortytown Loco,Dead,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/235.jpeg,['https://rickandmortyapi.com/api/episode/28'],https://rickandmortyapi.com/api/character/235,2017-12-30T16:37:07.150Z
236,Mr. Beauregard,Dead,Alien,Parasite,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/236.jpeg,['https://rickandmortyapi.com/api/episode/15'],https://rickandmortyapi.com/api/character/236,2017-12-30T17:28:28.409Z
237,Mr. Benson,Alive,Human,,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/237.jpeg,['https://rickandmortyapi.com/api/episode/12'],https://rickandmortyapi.com/api/character/237,2017-12-30T17:30:31.757Z
238,Mr. Booby Buyer,Alive,Animal,Boobie buyer reptilian,Male,"{'name': 'Fantasy World', 'url': 'https://rickandmortyapi.com/api/location/48'}","{'name': 'Fantasy World', 'url': 'https://rickandmortyapi.com/api/location/48'}",https://rickandmortyapi.com/api/character/avatar/238.jpeg,['https://rickandmortyapi.com/api/episode/5'],https://rickandmortyapi.com/api/character/238,2017-12-30T17:36:12.853Z
239,Mr. Goldenfold,Alive,Cronenberg,,Male,"{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}","{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}",https://rickandmortyapi.com/api/character/avatar/239.jpeg,"['https://rickandmortyapi.com/api/episode/1', 'https://rickandmortyapi.com/api/episode/2', 'https://rickandmortyapi.com/api/episode/4', 'https://rickandmortyapi.com/api/episode/6']",https://rickandmortyapi.com/api/character/239,2017-12-30T17:42:11.894Z
240,Mr. Goldenfold,Alive,Human,,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/240.jpeg,"['https://rickandmortyapi.com/api/episode/9', 'https://rickandmortyapi.com/api/episode/16', 'https://rickandmortyapi.com/api/episode/17', 'https://rickandmortyapi.com/api/episode/18', 'https://rickandmortyapi.com/api/episode/21', 'https://rickandmortyapi.com/api/episode/22', 'https://rickandmortyapi.com/api/episode/24', 'https://rickandmortyapi.com/api/episode/27', 'https://rickandmortyapi.com/api/episode/30']",https://rickandmortyapi.com/api/character/240,2017-12-30T17:42:56.349Z
241,Mr. Marklovitz,Alive,Human,,Male,"{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/241.jpeg,"['https://rickandmortyapi.com/api/episode/4', 'https://rickandmortyapi.com/api/episode/16']",https://rickandmortyapi.com/api/character/241,2017-12-30T17:46:19.052Z
242,Mr. Meeseeks,unknown,Humanoid,Meeseeks,Male,"{'name': 'Mr. Meeseeks Box', 'url': 'https://rickandmortyapi.com/api/location/53'}","{'name': 'Blips and Chitz', 'url': 'https://rickandmortyapi.com/api/location/67'}",https://rickandmortyapi.com/api/character/avatar/242.jpeg,"['https://rickandmortyapi.com/api/episode/5', 'https://rickandmortyapi.com/api/episode/10', 'https://rickandmortyapi.com/api/episode/13', 'https://rickandmortyapi.com/api/episode/29']",https://rickandmortyapi.com/api/character/242,2017-12-30T17:52:12.243Z
243,Mr. Needful,Alive,Humanoid,The Devil,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/243.jpeg,['https://rickandmortyapi.com/api/episode/9'],https://rickandmortyapi.com/api/character/243,2017-12-30T17:54:06.996Z
244,Mr. Poopybutthole,Alive,Poopybutthole,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'unknown', 'url': ''}",https://rickandmortyapi.com/api/character/avatar/244.jpeg,"['https://rickandmortyapi.com/api/episode/15', 'https://rickandmortyapi.com/api/episode/21', 'https://rickandmortyapi.com/api/episode/29', 'https://rickandmortyapi.com/api/episode/30', 'https://rickandmortyapi.com/api/episode/31']",https://rickandmortyapi.com/api/character/244,2017-12-30T18:03:48.054Z
245,Mrs. Lipkip,Alive,Human,,Female,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/245.jpeg,['https://rickandmortyapi.com/api/episode/30'],https://rickandmortyapi.com/api/character/245,2017-12-30T18:05:59.999Z
246,Mrs. Pancakes,Alive,Human,,Female,"{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}","{'name': ""Mr. Goldenfold's dream"", 'url': 'https://rickandmortyapi.com/api/location/18'}",https://rickandmortyapi.com/api/character/avatar/246.jpeg,"['https://rickandmortyapi.com/api/episode/2', 'https://rickandmortyapi.com/api/episode/27']",https://rickandmortyapi.com/api/character/246,2017-12-30T18:09:39.304Z
247,Mrs. Poopybutthole,Alive,Poopybutthole,,Female,"{'name': 'unknown', 'url': ''}","{'name': 'unknown', 'url': ''}",https://rickandmortyapi.com/api/character/avatar/247.jpeg,['https://rickandmortyapi.com/api/episode/31'],https://rickandmortyapi.com/api/character/247,2017-12-30T18:10:48.293Z
248,Mrs. Refrigerator,Dead,Alien,"Parasite, Refrigerator",Female,"{'name': 'unknown', 'url': ''}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/248.jpeg,['https://rickandmortyapi.com/api/episode/15'],https://rickandmortyapi.com/api/character/248,2017-12-30T18:12:38.369Z
249,Mrs. Sanchez,unknown,Human,,Female,"{'name': 'unknown', 'url': ''}","{'name': 'unknown', 'url': ''}",https://rickandmortyapi.com/api/character/avatar/249.jpeg,"['https://rickandmortyapi.com/api/episode/1', 'https://rickandmortyapi.com/api/episode/6', 'https://rickandmortyapi.com/api/episode/14', 'https://rickandmortyapi.com/api/episode/30']",https://rickandmortyapi.com/api/character/249,2017-12-30T18:18:10.965Z
250,Mrs. Sullivan,Dead,Human,Cat controlled dead lady,Female,"{'name': 'Earth (C-500A)', 'url': 'https://rickandmortyapi.com/api/location/23'}","{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/250.jpeg,['https://rickandmortyapi.com/api/episode/8'],https://rickandmortyapi.com/api/character/250,2017-12-30T18:24:49.372Z
251,Nancy,Alive,Human,,Female,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/251.jpeg,"['https://rickandmortyapi.com/api/episode/6', 'https://rickandmortyapi.com/api/episode/9', 'https://rickandmortyapi.com/api/episode/11', 'https://rickandmortyapi.com/api/episode/25', 'https://rickandmortyapi.com/api/episode/29']",https://rickandmortyapi.com/api/character/251,2017-12-31T12:46:54.095Z
252,Noob-Noob,Alive,Poopybutthole,,Male,"{'name': 'unknown', 'url': ''}","{'name': ""Vindicator's Base"", 'url': 'https://rickandmortyapi.com/api/location/54'}",https://rickandmortyapi.com/api/character/avatar/252.jpeg,['https://rickandmortyapi.com/api/episode/25'],https://rickandmortyapi.com/api/character/252,2017-12-31T12:57:37.849Z
253,Numbericon,unknown,Alien,Numbericon,unknown,"{'name': 'unknown', 'url': ''}","{'name': 'Alphabetrium', 'url': 'https://rickandmortyapi.com/api/location/43'}",https://rickandmortyapi.com/api/character/avatar/253.jpeg,['https://rickandmortyapi.com/api/episode/16'],https://rickandmortyapi.com/api/character/253,2017-12-31T13:04:01.585Z
254,Octopus Man,Alive,Humanoid,Octopus-Person,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/254.jpeg,['https://rickandmortyapi.com/api/episode/19'],https://rickandmortyapi.com/api/character/254,2017-12-31T13:06:35.982Z
255,Orthodox Jew,Alive,Human,,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/255.jpeg,['https://rickandmortyapi.com/api/episode/16'],https://rickandmortyapi.com/api/character/255,2017-12-31T13:19:29.825Z
256,Pat Gueterman,Dead,Robot,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Planet Squanch', 'url': 'https://rickandmortyapi.com/api/location/35'}",https://rickandmortyapi.com/api/character/avatar/256.jpeg,['https://rickandmortyapi.com/api/episode/21'],https://rickandmortyapi.com/api/character/256,2017-12-31T13:23:08.567Z
257,Paul Fleishman,Alive,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Jerryboree', 'url': 'https://rickandmortyapi.com/api/location/44'}",https://rickandmortyapi.com/api/character/avatar/257.jpeg,['https://rickandmortyapi.com/api/episode/13'],https://rickandmortyapi.com/api/character/257,2017-12-31T13:23:47.704Z
258,Pawnshop Clerk,Alive,Alien,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Pawn Shop Planet', 'url': 'https://rickandmortyapi.com/api/location/55'}",https://rickandmortyapi.com/api/character/avatar/258.jpeg,['https://rickandmortyapi.com/api/episode/7'],https://rickandmortyapi.com/api/character/258,2017-12-31T13:30:33.611Z
259,Pencilvester,Dead,Alien,"Parasite, Pencil",Male,"{'name': 'unknown', 'url': ''}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/259.jpeg,['https://rickandmortyapi.com/api/episode/15'],https://rickandmortyapi.com/api/character/259,2017-12-31T13:33:48.488Z
260,Phillip Jacobs,Alive,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/260.jpeg,['https://rickandmortyapi.com/api/episode/19'],https://rickandmortyapi.com/api/character/260,2017-12-31T13:34:58.839Z
261,Photography Cyborg,unknown,Robot,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Planet Squanch', 'url': 'https://rickandmortyapi.com/api/location/35'}",https://rickandmortyapi.com/api/character/avatar/261.jpeg,['https://rickandmortyapi.com/api/episode/21'],https://rickandmortyapi.com/api/character/261,2017-12-31T13:38:53.640Z
262,Photography Raptor,Dead,Alien,"Parasite, Dinosaur",unknown,"{'name': 'unknown', 'url': ''}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/262.jpeg,['https://rickandmortyapi.com/api/episode/15'],https://rickandmortyapi.com/api/character/262,2017-12-31T13:40:32.312Z
263,Pibbles Bodyguard,Alive,Alien,Hairy alien,Male,"{'name': 'unknown', 'url': ''}","{'name': 'St. Gloopy Noops Hospital', 'url': 'https://rickandmortyapi.com/api/location/16'}",https://rickandmortyapi.com/api/character/avatar/263.jpeg,['https://rickandmortyapi.com/api/episode/19'],https://rickandmortyapi.com/api/character/263,2017-12-31T13:43:30.513Z
264,Pichael Thompson,Alive,Humanoid,Conjoined twin,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/264.jpeg,['https://rickandmortyapi.com/api/episode/19'],https://rickandmortyapi.com/api/character/264,2017-12-31T13:44:43.176Z
265,Pickle Rick,Alive,unknown,Pickle,Male,"{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/265.jpeg,['https://rickandmortyapi.com/api/episode/24'],https://rickandmortyapi.com/api/character/265,2017-12-31T13:47:10.617Z
266,Piece of Toast,Alive,unknown,Bread,Genderless,"{'name': 'unknown', 'url': ''}","{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/266.jpeg,"['https://rickandmortyapi.com/api/episode/8', 'https://rickandmortyapi.com/api/episode/17']",https://rickandmortyapi.com/api/character/266,2017-12-31T13:48:58.850Z
267,Plumber Rick,Alive,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/267.jpeg,['https://rickandmortyapi.com/api/episode/28'],https://rickandmortyapi.com/api/character/267,2017-12-31T13:50:57.337Z
268,Poncho,Dead,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Anatomy Park', 'url': 'https://rickandmortyapi.com/api/location/5'}",https://rickandmortyapi.com/api/character/avatar/268.jpeg,['https://rickandmortyapi.com/api/episode/3'],https://rickandmortyapi.com/api/character/268,2017-12-31T13:53:25.411Z
269,Presidentress of The Mega Gargantuans,Alive,Humanoid,Mega Gargantuan,Female,"{'name': 'Mega Gargantuan Kingdom', 'url': 'https://rickandmortyapi.com/api/location/56'}","{'name': 'Mega Gargantuan Kingdom', 'url': 'https://rickandmortyapi.com/api/location/56'}",https://rickandmortyapi.com/api/character/avatar/269.jpeg,['https://rickandmortyapi.com/api/episode/31'],https://rickandmortyapi.com/api/character/269,2017-12-31T14:01:44.995Z
270,Prince Nebulon,Dead,Alien,Zigerion,Male,"{'name': 'unknown', 'url': ''}","{'name': ""Zigerion's Base"", 'url': 'https://rickandmortyapi.com/api/location/46'}",https://rickandmortyapi.com/api/character/avatar/270.jpeg,['https://rickandmortyapi.com/api/episode/4'],https://rickandmortyapi.com/api/character/270,2017-12-31T14:05:24.406Z
